This file is created using RaceChrono v4.3.6 ( http://www.racechrono.com/ ).

Session title,"Zandvoort"
Session type,Lap timing
Track name,"Zandvoort"
Driver name,
Export scope,Fragment 2
Created,27/06/2013,07:31
Note,

Lap #,Timestamp (s),Distance (m),Distance (km),Locked satellites,Latitude (deg),Longitude (deg),Speed (m/s),Speed (kph),Speed (mph),Altitude (m),Bearing (deg),Longitudinal Acceleration (G),Lateral Acceleration (G),X-position (m),Y-position (m),RPM (rpm),Throttle Position (%),Trap name
43,44789.600,38105.156,38.105156,7,52.3872900,4.5396850,43.82,157.73,98.01,1.10,22.47,0.15,0.09,-5.54,-9.27,,,
43,44789.800,38114.160,38.114160,7,52.3873650,4.5397350,44.08,158.70,98.61,1.00,22.31,0.14,0.06,-2.15,-0.93,,,
43,44790.000,38123.036,38.123036,7,52.3874383,4.5397867,44.34,159.62,99.19,1.00,22.11,0.13,0.08,1.36,7.23,,,
43,44790.200,38132.039,38.132039,7,52.3875133,4.5398367,44.50,160.20,99.54,1.10,22.16,0.08,-0.02,4.75,15.57,,,
43,44790.400,38141.043,38.141043,7,52.3875883,4.5398867,44.75,161.11,100.11,1.00,22.02,0.13,0.06,8.14,23.91,,,
43,44790.600,38150.261,38.150261,7,52.3876650,4.5399383,45.06,162.20,100.79,0.90,21.98,0.15,0.02,11.65,32.43,,,
44,44790.735,38156.367,38.156367,7,52.3877157,4.5399732,45.13,162.47,100.96,0.76,22.05,0.09,-0.01,14.01,38.07,,,Start/Finish
44,44790.800,38159.307,38.159307,7,52.3877400,4.5399900,45.17,162.60,101.04,0.70,22.05,0.06,-0.03,15.16,40.77,,,
44,44791.000,38168.525,38.168525,7,52.3878167,4.5400417,45.54,163.94,101.87,0.60,21.96,0.19,0.04,18.66,49.30,,,
44,44791.200,38177.743,38.177743,7,52.3878933,4.5400933,45.66,164.37,102.13,0.50,22.04,0.06,-0.03,22.17,57.82,,,
44,44791.400,38186.961,38.186961,7,52.3879700,4.5401450,45.92,165.31,102.72,0.40,22.11,0.13,-0.03,25.68,66.35,,,
44,44791.600,38196.350,38.196350,7,52.3880483,4.5401967,46.12,166.05,103.18,0.50,22.17,0.11,-0.02,29.18,75.06,,,
44,44791.800,38205.783,38.205783,7,52.3881267,4.5402500,46.34,166.83,103.66,0.50,22.19,0.11,-0.01,32.80,83.77,,,
44,44792.000,38215.259,38.215259,7,52.3882050,4.5403050,46.54,167.55,104.11,0.50,22.36,0.10,-0.07,36.53,92.48,,,
44,44792.200,38224.649,38.224649,7,52.3882833,4.5403567,46.74,168.27,104.56,0.50,22.51,0.10,-0.06,40.04,101.19,,,
44,44792.400,38234.081,38.234081,7,52.3883617,4.5404100,46.95,169.03,105.03,0.40,22.56,0.11,-0.02,43.66,109.90,,,
44,44792.600,38243.557,38.243557,7,52.3884400,4.5404650,47.18,169.85,105.54,0.30,22.58,0.12,-0.01,47.39,118.61,,,
44,44792.800,38253.161,38.253161,7,52.3885200,4.5405183,47.36,170.48,105.93,0.20,22.75,0.09,-0.07,51.01,127.50,,,
44,44793.000,38262.637,38.262637,7,52.3885983,4.5405733,47.57,171.26,106.41,0.20,22.76,0.11,-0.00,54.74,136.21,,,
44,44793.200,38272.241,38.272241,7,52.3886783,4.5406267,47.59,171.31,106.45,0.10,22.81,0.01,-0.02,58.36,145.11,,,
44,44793.400,38281.932,38.281932,7,52.3887583,4.5406833,48.12,173.22,107.63,0.30,22.93,0.27,-0.05,62.21,154.00,,,
44,44793.600,38291.750,38.291750,7,52.3888400,4.5407383,48.12,173.24,107.64,0.40,22.69,0.00,0.10,65.94,163.09,,,
44,44793.800,38301.441,38.301441,7,52.3889200,4.5407950,48.35,174.05,108.15,0.40,22.57,0.12,0.05,69.79,171.98,,,
44,44794.000,38311.217,38.311217,7,52.3890017,4.5408483,48.47,174.50,108.43,0.30,22.49,0.06,0.03,73.41,181.06,,,
44,44794.200,38320.864,38.320864,7,52.3890817,4.5409033,48.69,175.29,108.92,0.20,22.24,0.11,0.11,77.14,189.96,,,
44,44794.400,38330.854,38.330854,7,52.3891650,4.5409583,49.26,177.33,110.19,0.40,21.38,0.29,0.38,80.87,199.22,,,
44,44794.600,38340.802,38.340802,7,52.3892483,4.5410117,49.41,177.87,110.52,0.50,21.61,0.08,-0.10,84.49,208.49,,,
44,44794.800,38350.620,38.350620,7,52.3893300,4.5410667,49.29,177.44,110.26,0.60,22.23,-0.06,-0.27,88.22,217.57,,,
44,44795.000,38360.609,38.360609,7,52.3894133,4.5411217,49.52,178.25,110.76,0.70,22.29,0.12,-0.03,91.95,226.84,,,
44,44795.200,38370.642,38.370642,7,52.3894967,4.5411783,49.59,178.53,110.93,0.80,22.24,0.04,0.02,95.80,236.10,,,
44,44795.400,38380.460,38.380460,7,52.3895783,4.5412333,49.78,179.20,111.35,0.90,22.19,0.09,0.02,99.53,245.18,,,
44,44795.600,38390.492,38.390492,7,52.3896617,4.5412900,49.88,179.57,111.58,0.90,22.27,0.05,-0.04,103.38,254.45,,,
44,44795.800,38400.482,38.400482,7,52.3897450,4.5413450,50.04,180.13,111.93,0.80,22.24,0.08,0.01,107.11,263.72,,,
44,44796.000,38410.686,38.410686,8,52.3898300,4.5414017,50.18,180.66,112.26,0.80,22.20,0.08,0.02,110.96,273.17,,,
44,44796.200,38420.718,38.420718,7,52.3899133,4.5414583,50.32,181.14,112.56,0.80,22.30,0.07,-0.04,114.80,282.44,,,
44,44796.400,38430.922,38.430922,7,52.3899983,4.5415150,50.46,181.65,112.87,0.80,22.31,0.07,-0.00,118.65,291.89,,,
44,44796.600,38440.955,38.440955,6,52.3900817,4.5415717,50.60,182.16,113.19,0.90,22.36,0.07,-0.02,122.49,301.15,,,
44,44796.800,38451.159,38.451159,7,52.3901667,4.5416283,50.78,182.79,113.58,1.00,22.38,0.09,-0.01,126.34,310.60,,,
44,44797.000,38461.406,38.461406,7,52.3902517,4.5416867,50.80,182.88,113.64,1.00,22.37,0.01,0.00,130.30,320.06,,,
44,44797.200,38471.610,38.471610,8,52.3903367,4.5417433,51.06,183.83,114.23,0.90,22.41,0.13,-0.02,134.14,329.51,,,
44,44797.400,38481.813,38.481813,8,52.3904217,4.5418000,51.10,183.98,114.32,0.80,22.41,0.02,0.00,137.99,338.96,,,
44,44797.600,38492.017,38.492017,8,52.3905067,4.5418567,51.31,184.70,114.77,0.70,22.35,0.10,0.03,141.83,348.41,,,
44,44797.800,38502.264,38.502264,7,52.3905917,4.5419150,51.34,184.83,114.85,0.60,22.37,0.02,-0.01,145.79,357.86,,,
44,44798.000,38512.599,38.512599,7,52.3906783,4.5419700,51.55,185.57,115.31,0.60,22.44,0.10,-0.03,149.52,367.50,,,
44,44798.200,38522.846,38.522846,8,52.3907633,4.5420283,51.32,184.74,114.79,0.70,22.37,-0.12,0.03,153.48,376.95,,,
44,44798.400,38532.878,38.532878,8,52.3908467,4.5420850,50.25,180.89,112.40,0.80,22.36,-0.55,0.00,157.33,386.22,,,
44,44798.600,38542.740,38.542740,8,52.3909283,4.5421417,48.35,174.07,108.16,0.90,22.45,-0.97,-0.04,161.17,395.30,,,
44,44798.800,38552.172,38.552172,8,52.3910067,4.5421950,46.50,167.40,104.02,1.00,22.69,-0.94,-0.10,164.79,404.01,,,
44,44799.000,38561.219,38.561219,8,52.3910817,4.5422467,44.78,161.22,100.17,0.90,22.96,-0.88,-0.11,168.30,412.35,,,
44,44799.200,38569.880,38.569880,8,52.3911533,4.5422967,42.82,154.16,95.79,1.00,23.27,-1.00,-0.12,171.69,420.32,,,
44,44799.400,38578.156,38.578156,8,52.3912217,4.5423450,40.39,145.42,90.36,1.00,23.69,-1.24,-0.15,174.97,427.92,,,
44,44799.600,38586.047,38.586047,8,52.3912867,4.5423917,38.62,139.05,86.40,1.10,24.38,-0.90,-0.24,178.14,435.14,,,
44,44799.800,38593.553,38.593553,8,52.3913483,4.5424367,37.08,133.47,82.94,1.20,24.73,-0.79,-0.12,181.19,442.00,,,
44,44800.000,38600.890,38.600890,8,52.3914083,4.5424817,35.36,127.31,79.10,1.30,25.52,-0.87,-0.25,184.24,448.67,,,
44,44800.200,38607.676,38.607676,8,52.3914633,4.5425250,33.44,120.40,74.81,1.50,26.56,-0.98,-0.31,187.18,454.79,,,
44,44800.400,38614.130,38.614130,8,52.3915150,4.5425683,32.08,115.47,71.75,1.50,27.94,-0.70,-0.39,190.12,460.53,,,
44,44800.600,38620.420,38.620420,8,52.3915650,4.5426117,30.71,110.56,68.70,1.40,29.57,-0.70,-0.45,193.07,466.09,,,
44,44800.800,38626.440,38.626440,8,52.3916117,4.5426567,29.16,104.97,65.23,1.30,31.64,-0.79,-0.54,196.12,471.28,,,
44,44801.000,38631.989,38.631989,8,52.3916533,4.5427017,27.44,98.78,61.38,1.20,33.76,-0.88,-0.52,199.17,475.91,,,
44,44801.200,38637.233,38.637233,8,52.3916917,4.5427467,25.61,92.19,57.29,1.30,35.82,-0.93,-0.47,202.23,480.18,,,
44,44801.400,38642.110,38.642110,8,52.3917267,4.5427900,23.82,85.75,53.28,1.40,39.06,-0.91,-0.69,205.17,484.07,,,
44,44801.600,38646.771,38.646771,8,52.3917583,4.5428350,22.59,81.32,50.53,1.60,42.43,-0.63,-0.68,208.22,487.59,,,
44,44801.800,38651.159,38.651159,8,52.3917867,4.5428800,21.31,76.73,47.68,1.80,46.66,-0.65,-0.80,211.27,490.74,,,
44,44802.000,38655.373,38.655373,8,52.3918117,4.5429267,20.12,72.43,45.01,2.00,50.88,-0.61,-0.76,214.44,493.52,,,
44,44802.200,38659.242,38.659242,8,52.3918317,4.5429733,19.47,70.08,43.55,2.00,56.87,-0.33,-1.04,217.61,495.74,,,
44,44802.400,38663.009,38.663009,8,52.3918483,4.5430217,19.20,69.12,42.95,2.10,62.88,-0.14,-1.03,220.89,497.60,,,
44,44802.600,38666.712,38.666712,8,52.3918617,4.5430717,18.96,68.26,42.42,2.00,67.89,-0.12,-0.85,224.28,499.08,,,
44,44802.800,38670.390,38.670390,8,52.3918717,4.5431233,18.64,67.10,41.69,2.10,75.84,-0.17,-1.32,227.79,500.19,,,
44,44803.000,38674.052,38.674052,8,52.3918767,4.5431767,18.76,67.54,41.97,2.10,83.41,0.06,-1.26,231.41,500.75,,,
44,44803.200,38677.784,38.677784,8,52.3918767,4.5432317,18.86,67.90,42.19,2.20,90.68,0.05,-1.22,235.14,500.75,,,
44,44803.400,38681.633,38.681633,8,52.3918750,4.5432883,19.35,69.67,43.29,2.30,95.77,0.25,-0.88,238.98,500.56,,,
44,44803.600,38685.519,38.685519,8,52.3918700,4.5433450,19.71,70.97,44.10,2.40,102.33,0.18,-1.15,242.83,500.01,,,
44,44803.800,38689.522,38.689522,8,52.3918600,4.5434017,20.04,72.15,44.83,2.30,107.48,0.17,-0.92,246.67,498.89,,,
44,44804.000,38693.643,38.693643,8,52.3918467,4.5434583,20.42,73.52,45.68,2.20,113.99,0.19,-1.18,250.52,497.41,,,
44,44804.200,38697.895,38.697895,8,52.3918283,4.5435133,20.94,75.38,46.84,2.10,120.33,0.26,-1.18,254.25,495.37,,,
44,44804.400,38702.149,38.702149,8,52.3918067,4.5435650,21.19,76.28,47.40,2.00,126.56,0.13,-1.17,257.76,492.96,,,
44,44804.600,38706.449,38.706449,8,52.3917817,4.5436133,21.57,77.66,48.25,2.00,132.16,0.19,-1.07,261.04,490.18,,,
44,44804.800,38710.836,38.710836,7,52.3917533,4.5436583,22.05,79.39,49.33,1.90,138.35,0.25,-1.21,264.09,487.03,,,
44,44805.000,38715.209,38.715209,7,52.3917233,4.5437000,22.41,80.67,50.13,1.90,142.69,0.18,-0.87,266.92,483.70,,,
44,44805.200,38719.890,38.719890,7,52.3916883,4.5437383,22.87,82.34,51.16,1.90,148.81,0.24,-1.24,269.52,479.81,,,
44,44805.400,38724.553,38.724553,7,52.3916517,4.5437717,23.08,83.08,51.62,1.90,153.64,0.11,-0.99,271.78,475.73,,,
44,44805.600,38729.183,38.729183,7,52.3916133,4.5437983,23.76,85.53,53.14,2.00,159.59,0.35,-1.26,273.59,471.47,,,
44,44805.800,38734.044,38.734044,7,52.3915717,4.5438200,24.13,86.88,53.98,1.70,164.12,0.19,-0.97,275.06,466.83,,,
44,44806.000,38738.969,38.738969,7,52.3915283,4.5438350,24.50,88.19,54.80,1.60,170.19,0.19,-1.32,276.08,462.01,,,
44,44806.200,38744.005,38.744005,7,52.3914833,4.5438433,24.62,88.64,55.08,1.60,175.28,0.06,-1.11,276.65,457.01,,,
44,44806.400,38749.010,38.749010,7,52.3914383,4.5438450,25.20,90.71,56.36,1.50,179.81,0.29,-1.02,276.76,452.01,,,
44,44806.600,38754.389,38.754389,7,52.3913900,4.5438417,26.07,93.84,58.31,1.50,184.24,0.44,-1.03,276.54,446.63,,,
44,44806.800,38759.793,38.759793,7,52.3913417,4.5438333,26.40,95.03,59.05,1.40,188.44,0.17,-0.99,275.97,441.26,,,
44,44807.000,38765.263,38.765263,7,52.3912933,4.5438183,26.75,96.30,59.84,1.40,192.07,0.18,-0.86,274.95,435.88,,,
44,44807.200,38770.806,38.770806,7,52.3912450,4.5437983,27.37,98.52,61.22,1.50,195.45,0.31,-0.82,273.59,430.51,,,
44,44807.400,38776.231,38.776231,7,52.3911983,4.5437750,27.85,100.27,62.30,1.50,197.86,0.25,-0.60,272.01,425.32,,,
44,44807.600,38781.727,38.781727,7,52.3911517,4.5437483,27.88,100.36,62.36,1.30,199.92,0.01,-0.51,270.20,420.13,,,
44,44807.800,38787.515,38.787515,7,52.3911033,4.5437167,28.68,103.27,64.17,1.10,201.85,0.41,-0.49,268.05,414.76,,,
44,44808.000,38793.346,38.793346,7,52.3910550,4.5436833,29.33,105.58,65.60,0.90,203.36,0.33,-0.39,265.79,409.38,,,
44,44808.200,38799.437,38.799437,7,52.3910050,4.5436467,29.95,107.82,67.00,0.60,204.38,0.32,-0.27,263.30,403.82,,,
44,44808.400,38805.575,38.805575,7,52.3909550,4.5436083,30.49,109.75,68.20,0.40,204.94,0.27,-0.15,260.70,398.26,,,
44,44808.600,38811.762,38.811762,7,52.3909050,4.5435683,31.10,111.95,69.56,0.30,205.02,0.31,-0.02,257.99,392.70,,,
44,44808.800,38817.949,38.817949,7,52.3908550,4.5435283,30.95,111.43,69.24,0.20,204.94,-0.07,0.02,255.27,387.14,,,
44,44809.000,38824.256,38.824256,7,52.3908033,4.5434900,31.40,113.05,70.24,0.20,204.98,0.23,-0.01,252.67,381.40,,,
44,44809.200,38830.443,38.830443,7,52.3907533,4.5434500,32.03,115.32,71.66,0.20,204.60,0.32,0.11,249.96,375.84,,,
44,44809.400,38837.013,38.837013,7,52.3907000,4.5434083,32.60,117.38,72.94,0.10,204.41,0.29,0.06,247.13,369.91,,,
44,44809.600,38843.535,38.843535,7,52.3906467,4.5433683,32.83,118.20,73.44,0.00,204.21,0.12,0.06,244.42,363.98,,,
44,44809.800,38850.226,38.850226,7,52.3905917,4.5433283,33.20,119.53,74.27,-0.10,203.58,0.19,0.19,241.70,357.86,,,
44,44810.000,38857.087,38.857087,7,52.3905350,4.5432883,33.70,121.32,75.39,-0.20,202.61,0.25,0.29,238.99,351.56,,,
44,44810.200,38864.118,38.864118,7,52.3904767,4.5432483,34.13,122.86,76.34,-0.20,201.33,0.22,0.39,236.27,345.07,,,
44,44810.400,38871.107,38.871107,7,52.3904183,4.5432100,34.62,124.62,77.44,-0.20,199.83,0.25,0.46,233.67,338.59,,,
44,44810.600,38877.976,38.877976,7,52.3903600,4.5431767,34.97,125.90,78.23,-0.20,197.94,0.18,0.59,231.41,332.10,,,
44,44810.800,38884.985,38.884985,7,52.3903000,4.5431450,35.18,126.64,78.69,-0.10,195.93,0.11,0.63,229.26,325.43,,,
44,44811.000,38892.285,38.892285,8,52.3902367,4.5431167,35.77,128.77,80.01,0.10,193.78,0.30,0.68,227.34,318.39,,,
44,44811.200,38899.529,38.899529,8,52.3901733,4.5430917,36.03,129.72,80.60,0.20,191.17,0.13,0.84,225.64,311.35,,,
44,44811.400,38906.863,38.906863,8,52.3901083,4.5430733,36.27,130.56,81.13,0.30,189.06,0.12,0.68,224.40,304.12,,,
44,44811.600,38914.362,38.914362,8,52.3900417,4.5430567,36.69,132.08,82.07,0.30,187.10,0.22,0.64,223.27,296.71,,,
44,44811.800,38922.014,38.922014,8,52.3899733,4.5430433,37.09,133.51,82.96,0.20,185.66,0.20,0.48,222.36,289.11,,,
44,44812.000,38929.827,38.929827,8,52.3899033,4.5430333,37.47,134.90,83.82,0.00,184.66,0.20,0.33,221.68,281.32,,,
44,44812.200,38937.446,38.937446,8,52.3898350,4.5430250,37.35,134.47,83.56,-0.10,183.98,-0.06,0.23,221.12,273.72,,,
44,44812.400,38945.066,38.945066,8,52.3897667,4.5430167,36.57,131.64,81.80,-0.20,183.48,-0.40,0.16,220.55,266.13,,,
44,44812.600,38952.308,38.952308,8,52.3897017,4.5430100,34.62,124.64,77.45,-0.20,183.42,-0.99,0.02,220.10,258.90,,,
44,44812.800,38959.179,38.959179,8,52.3896400,4.5430033,32.81,118.10,73.38,-0.20,183.84,-0.93,-0.12,219.65,252.04,,,
44,44813.000,38965.682,38.965682,8,52.3895817,4.5429967,30.58,110.08,68.40,-0.20,184.70,-1.14,-0.23,219.20,245.56,,,
44,44813.200,38971.807,38.971807,8,52.3895267,4.5429917,29.02,104.45,64.90,-0.10,186.92,-0.80,-0.57,218.86,239.44,,,
44,44813.400,38977.606,38.977606,8,52.3894750,4.5429800,28.74,103.45,64.28,0.00,189.99,-0.14,-0.78,218.07,233.69,,,
44,44813.600,38983.280,38.983280,7,52.3894250,4.5429633,28.63,103.06,64.04,0.10,192.95,-0.05,-0.75,216.94,228.13,,,
44,44813.800,38988.823,38.988823,7,52.3893767,4.5429433,28.14,101.32,62.96,0.20,196.54,-0.25,-0.90,215.58,222.76,,,
44,44814.000,38994.531,38.994531,8,52.3893283,4.5429150,28.11,101.19,62.88,0.20,201.08,-0.02,-1.14,213.66,217.39,,,
44,44814.200,39000.147,39.000147,8,52.3892817,4.5428833,27.93,100.56,62.49,0.40,205.00,-0.09,-0.97,211.51,212.20,,,
44,44814.400,39005.787,39.005787,8,52.3892367,4.5428450,28.32,101.97,63.36,0.60,209.19,0.20,-1.06,208.91,207.19,,,
44,44814.600,39011.432,39.011432,8,52.3891933,4.5428017,28.30,101.88,63.31,0.80,213.63,-0.01,-1.12,205.96,202.37,,,
44,44814.800,39017.175,39.017175,8,52.3891517,4.5427517,28.70,103.32,64.20,1.20,217.97,0.20,-1.11,202.57,197.74,,,
44,44815.000,39023.054,39.023054,7,52.3891117,4.5426950,28.91,104.08,64.67,1.60,222.08,0.11,-1.06,198.73,193.29,,,
44,44815.200,39028.816,39.028816,7,52.3890750,4.5426350,28.78,103.62,64.39,1.90,226.21,-0.07,-1.06,194.65,189.22,,,
44,44815.400,39034.907,39.034907,7,52.3890383,4.5425683,29.13,104.88,65.17,2.10,229.61,0.18,-0.88,190.13,185.14,,,
44,44815.600,39040.729,39.040729,7,52.3890067,4.5425000,29.40,105.82,65.75,2.10,232.94,0.13,-0.87,185.49,181.62,,,
44,44815.800,39046.627,39.046627,7,52.3889767,4.5424283,29.58,106.49,66.17,2.10,236.67,0.09,-0.98,180.63,178.28,,,
44,44816.000,39052.613,39.052613,8,52.3889483,4.5423533,29.71,106.97,66.47,2.00,240.13,0.07,-0.91,175.54,175.13,,,
44,44816.200,39058.511,39.058511,8,52.3889233,4.5422767,29.82,107.34,66.70,2.00,243.48,0.05,-0.89,170.34,172.35,,,
44,44816.400,39064.631,39.064631,8,52.3889000,4.5421950,30.22,108.78,67.60,1.90,246.76,0.20,-0.88,164.79,169.76,,,
44,44816.600,39070.707,39.070707,8,52.3888800,4.5421117,30.52,109.88,68.28,1.90,249.75,0.15,-0.81,159.14,167.53,,,
44,44816.800,39076.874,39.076874,8,52.3888633,4.5420250,30.81,110.92,68.92,2.00,252.40,0.15,-0.73,153.26,165.68,,,
44,44817.000,39083.096,39.083096,8,52.3888483,4.5419367,31.36,112.88,70.14,2.00,254.32,0.28,-0.54,147.26,164.01,,,
44,44817.200,39089.381,39.089381,8,52.3888350,4.5418467,31.12,112.03,69.61,2.10,255.03,-0.12,-0.20,141.16,162.53,,,
44,44817.400,39095.603,39.095603,8,52.3888200,4.5417583,30.40,109.44,68.00,1.90,254.42,-0.37,0.16,135.16,160.86,,,
44,44817.600,39101.669,39.101669,8,52.3888067,4.5416717,29.13,104.86,65.16,1.80,253.56,-0.65,0.22,129.28,159.38,,,
44,44817.800,39107.456,39.107456,8,52.3887917,4.5415900,27.76,99.93,62.10,1.60,252.64,-0.70,0.23,123.74,157.71,,,
44,44818.000,39112.920,39.112920,8,52.3887767,4.5415133,26.62,95.84,59.55,1.30,251.24,-0.58,0.33,118.53,156.04,,,
44,44818.200,39118.061,39.118061,8,52.3887617,4.5414417,25.18,90.66,56.33,1.10,248.87,-0.73,0.53,113.67,154.38,,,
44,44818.400,39123.055,39.123055,8,52.3887450,4.5413733,23.84,85.82,53.33,1.00,246.14,-0.68,0.58,109.03,152.52,,,
44,44818.600,39127.710,39.127710,7,52.3887267,4.5413117,22.73,81.82,50.84,1.00,242.51,-0.57,0.73,104.85,150.48,,,
44,44818.800,39132.063,39.132063,7,52.3887083,4.5412550,21.72,78.19,48.59,1.00,238.35,-0.51,0.80,101.00,148.45,,,
44,44819.000,39136.317,39.136317,6,52.3886867,4.5412033,20.49,73.76,45.83,1.00,233.44,-0.63,0.90,97.50,146.04,,,
44,44819.200,39140.296,39.140296,7,52.3886650,4.5411567,19.36,69.69,43.30,1.00,228.61,-0.58,0.83,94.33,143.63,,,
44,44819.400,39144.181,39.144181,7,52.3886400,4.5411167,18.83,67.78,42.12,0.90,221.82,-0.27,1.14,91.62,140.85,,,
44,44819.600,39147.911,39.147911,7,52.3886133,4.5410833,18.74,67.47,41.92,0.70,214.86,-0.04,1.16,89.35,137.88,,,
44,44819.800,39151.602,39.151602,8,52.3885850,4.5410550,18.58,66.88,41.56,0.50,207.08,-0.08,1.29,87.43,134.73,,,
44,44820.000,39155.247,39.155247,8,52.3885550,4.5410333,18.75,67.49,41.93,0.40,199.69,0.09,1.23,85.96,131.40,,,
44,44820.200,39158.913,39.158913,8,52.3885233,4.5410183,18.34,66.01,41.01,0.20,192.65,-0.21,1.15,84.94,127.87,,,
44,44820.400,39162.463,39.162463,8,52.3884917,4.5410117,18.67,67.23,41.77,0.10,184.97,0.17,1.28,84.49,124.35,,,
44,44820.600,39166.356,39.166356,8,52.3884567,4.5410100,19.30,69.47,43.17,0.10,178.13,0.32,1.17,84.38,120.46,,,
44,44820.800,39170.078,39.170078,8,52.3884233,4.5410150,19.55,70.39,43.74,0.20,171.63,0.13,1.13,84.72,116.75,,,
44,44821.000,39174.101,39.174101,8,52.3883883,4.5410300,19.86,71.51,44.43,0.20,164.47,0.16,1.26,85.73,112.86,,,
44,44821.200,39178.089,39.178089,7,52.3883550,4.5410517,20.51,73.84,45.88,0.20,158.82,0.33,1.03,87.20,109.16,,,
44,44821.400,39182.334,39.182334,7,52.3883200,4.5410767,21.00,75.62,46.99,0.30,153.17,0.25,1.06,88.90,105.26,,,
44,44821.600,39186.676,39.186676,8,52.3882867,4.5411100,21.26,76.54,47.56,0.30,147.02,0.13,1.16,91.16,101.56,,,
44,44821.800,39191.122,39.191122,8,52.3882550,4.5411500,21.73,78.23,48.61,0.30,141.18,0.24,1.13,93.88,98.04,,,
44,44822.000,39195.569,39.195569,8,52.3882250,4.5411933,21.83,78.60,48.84,0.40,134.69,0.05,1.26,96.82,94.70,,,
44,44822.200,39199.956,39.199956,8,52.3882000,4.5412433,22.04,79.36,49.31,0.50,128.48,0.11,1.22,100.21,91.92,,,
44,44822.400,39204.502,39.204502,8,52.3881767,4.5412983,22.29,80.25,49.86,0.80,122.39,0.13,1.21,103.94,89.33,,,
44,44822.600,39208.954,39.208954,8,52.3881583,4.5413567,22.55,81.17,50.44,1.10,116.19,0.13,1.24,107.90,87.29,,,
44,44822.800,39213.635,39.213635,8,52.3881417,4.5414200,22.79,82.04,50.98,1.40,110.64,0.12,1.13,112.20,85.43,,,
44,44823.000,39218.396,39.218396,8,52.3881283,4.5414867,22.99,82.77,51.43,1.80,105.30,0.10,1.09,116.73,83.95,,,
44,44823.200,39223.125,39.223125,8,52.3881200,4.5415550,23.31,83.91,52.14,2.00,100.09,0.16,1.08,121.36,83.03,,,
44,44823.400,39228.045,39.228045,8,52.3881133,4.5416267,23.67,85.21,52.95,2.20,95.92,0.18,0.88,126.23,82.28,,,
44,44823.600,39232.922,39.232922,8,52.3881100,4.5416983,23.93,86.16,53.53,2.30,90.86,0.13,1.08,131.09,81.91,,,
44,44823.800,39237.789,39.237789,8,52.3881117,4.5417700,24.34,87.62,54.44,2.50,86.39,0.21,0.97,135.95,82.10,,,
44,44824.000,39242.797,39.242797,8,52.3881167,4.5418433,24.76,89.15,55.40,2.60,82.17,0.22,0.93,140.93,82.65,,,
44,44824.200,39247.859,39.247859,8,52.3881250,4.5419167,25.18,90.66,56.33,2.80,78.08,0.21,0.92,145.91,83.58,,,
44,44824.400,39252.958,39.252958,8,52.3881350,4.5419900,25.56,92.03,57.18,3.10,74.30,0.19,0.86,150.88,84.69,,,
44,44824.600,39258.151,39.258151,8,52.3881483,4.5420633,26.16,94.19,58.53,3.40,71.61,0.31,0.63,155.86,86.18,,,
44,44824.800,39263.507,39.263507,8,52.3881633,4.5421383,26.58,95.69,59.46,3.70,70.09,0.21,0.36,160.95,87.84,,,
44,44825.000,39269.030,39.269030,8,52.3881800,4.5422150,27.22,97.99,60.89,4.00,68.59,0.33,0.36,166.15,89.70,,,
44,44825.200,39274.513,39.274513,8,52.3881983,4.5422900,27.65,99.53,61.84,4.20,68.80,0.22,-0.05,171.24,91.74,,,
44,44825.400,39280.036,39.280036,8,52.3882150,4.5423667,28.07,101.06,62.80,4.40,69.11,0.22,-0.08,176.45,93.59,,,
44,44825.439,39281.155,39.281155,8,52.3882183,4.5423823,28.14,101.32,62.96,4.44,69.80,0.21,-0.10,177.51,93.96,,,Split 1
44,44825.600,39285.773,39.285773,8,52.3882317,4.5424467,28.44,102.38,63.61,4.60,69.80,0.19,-0.17,181.87,95.44,,,
44,44825.800,39291.509,39.291509,8,52.3882483,4.5425267,28.85,103.86,64.54,4.80,70.20,0.21,-0.10,187.30,97.30,,,
44,44826.000,39297.415,39.297415,8,52.3882667,4.5426083,29.40,105.82,65.75,5.10,70.36,0.28,-0.04,192.85,99.33,,,
44,44826.200,39303.258,39.303258,8,52.3882833,4.5426900,29.70,106.93,66.45,5.40,70.84,0.16,-0.13,198.39,101.19,,,
44,44826.400,39309.425,39.309425,8,52.3883000,4.5427767,30.21,108.75,67.57,5.70,70.98,0.26,-0.04,204.27,103.04,,,
44,44826.600,39315.484,39.315484,8,52.3883167,4.5428617,30.33,109.20,67.85,6.10,71.66,0.06,-0.18,210.04,104.89,,,
44,44826.800,39321.543,39.321543,8,52.3883333,4.5429467,30.09,108.32,67.31,6.30,72.03,-0.12,-0.10,215.81,106.75,,,
44,44827.000,39327.601,39.327601,8,52.3883500,4.5430317,29.92,107.73,66.94,6.40,72.34,-0.08,-0.08,221.58,108.60,,,
44,44827.200,39333.606,39.333606,8,52.3883650,4.5431167,29.70,106.93,66.45,6.50,73.07,-0.11,-0.19,227.34,110.27,,,
44,44827.400,39339.665,39.339665,8,52.3883817,4.5432017,29.68,106.86,66.40,6.60,73.37,-0.01,-0.08,233.11,112.12,,,
44,44827.600,39345.561,39.345561,8,52.3883967,4.5432850,29.47,106.08,65.92,6.70,74.30,-0.11,-0.24,238.77,113.79,,,
